0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,12,0,1,1,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,21,1,1,1,1,2,0,0
0,0,0,0,5,6,0,0,0,0,0,0,0,0,9,10,0,0,0,0,2,0,0,1,1,0,0,2,9,10
0,0,0,27,28,29,0,0,0,0,0,0,0,0,18,19,5,6,0,0,2,0,0,1,1,47,48,2,18,19
0,0,0,36,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,56,57,2,13,14
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,2,2,2,2,2,22,23
0,0,0,0,2,27,28,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,45,46,2,52,0,0
3,4,0,0,2,36,37,38,5,6,0,0,0,0,0,0,0,0,0,1,1,51,1,0,54,55,2,33,34,35
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51,51,1,0,0,0,2,42,43,44
0,0,0,0,2,0,0,0,0,0,0,0,5,6,0,0,0,0,1,1,1,1,1,27,28,29,2,30,31,32
0,0,0,2,2,0,0,0,9,10,0,0,0,0,0,0,0,1,1,1,1,1,1,36,37,38,2,39,40,41
0,9,10,2,0,0,0,0,18,19,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,2,2,3,4,0
0,18,19,2,0,0,0,3,4,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,2,33,34,35,0
0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,4,0,1,1,1,0,2,42,43,44,0
0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,13,14,0,0
0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,2,22,23,0,0
2,2,2,2,0,0,0,0,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,8,8,2,2,2,2,2
0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,1,1,1,1,1,1,1,0,2,11,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,11,12
0,1,1,1,1,0,0,0,0,0,0,2,20,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,21
1,1,1,7,8,2,2,2,2,2,2,2,2,49,50,0,13,14,0,0,9,10,0,0,1,1,0,11,12,0
1,1,1,1,1,15,16,17,2,30,31,32,2,58,59,0,22,23,0,0,18,19,0,0,0,1,1,20,21,0
0,0,0,0,0,24,25,26,2,39,40,41,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,11,12
0,3,4,0,11,12,0,0,49,50,49,50,2,49,50,49,50,0,0,0,3,4,0,0,0,1,1,1,20,21
0,0,0,0,20,21,11,12,58,59,58,59,2,58,59,58,59,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,9,10,20,21,49,50,49,50,2,49,50,0,0,11,12,0,0,0,0,1,1,1,1,1,1,1
0,0,0,0,18,19,0,0,58,59,58,59,2,58,59,0,0,20,21,0,0,0,1,1,1,1,1,1,1,1
0,9,10,0,0,0,11,12,0,2,2,2,2,0,0,11,12,0,0,9,10,1,1,1,1,1,1,1,1,1
0,18,19,0,0,0,20,21,0,0,0,0,0,0,0,20,21,0,0,18,19,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
