0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,11,12,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,9,10,0,0,0,0,5,6,0,0,9,10,0,0,11,12,0,0,0,0,0,0,0,0,9,10,0,0,11,12,0,20,21,0,20,21,0,0,0,0,1,1,0,11,12
0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,18,19,0,0,0,0,0,0,0,0,18,19,0,0,20,21,0,0,0,0,0,0,0,0,18,19,0,0,20,21,0,0,0,0,0,0,0,0,0,0,1,1,0,20,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,35,0,0,33,34,35,33,34,35,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,42,43,44,0,0,42,43,44,42,43,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,2,2,0,0
0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,1,0,2,0,0
0,0,0,18,19,9,10,0,0,0,0,0,0,0,0,0,0,33,34,35,0,0,0,0,0,0,0,0,15,16,17,0,0,11,12,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,1,1,1,0,2,0,0
0,0,0,0,0,18,19,0,0,0,0,9,10,0,0,0,0,42,43,44,0,1,1,1,1,1,1,1,24,25,26,0,0,20,21,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,0,0,1,1,1,1,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,18,19,0,5,6,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0
